Titel;Auteur;Plaatsing;Plaatsing omschrijving;Pl.Opmerking;Zizo Jeugd;Prijs;Jaargang;Genre Jeugd;Hoofdwoord;Exemplaar;Exem-id;Magazijn;Materiaal;Min. leeftijd;Status;Bijlage;Categorie
Scubaduiken;Huntrods, David;JIO;Jeugd info: vrije tijd - kunst;;VRWAT;12.00;;;;PI062716X;4762512;N;B5;0;B;;5
Seal team;Cameron, Greig;FSJ;Speelfilms jeugd;;;15.99;;;SEAL;3,00E+13;26518647;N;D4;6;B;;4
See you in Timboektoe;Slee, Carry;JFC;Jeugd fictie 12-14 jaar;SLEE;;0.00;;;;PI035922X;2719355;N;B4;0;B;;4
See you in Timboektoe;Slee, Carry;JFC;Jeugd fictie 12-14 jaar blauw;SLEE;;13.50;;;;NA0605700;2719350;N;B4;0;U;;4
See you on Venus;Vinuesa, Victoria;YF0;Adolescenten;;;16.99;;;VINU;3,00E+13;28874816;N;BA;0;B;;4
Seeker;Dayton, Arwen Elys;YF0;Adolescenten;DAYT;;19.99;;;;PI0737992;5412295;N;BA;0;B;;4
Segmentpuzzel;;GEJ;Spellen jeugd;;;20.53;;;;NA1093142;6329911;N;LN;0;U;;5
Seizoen van de heks;Brennan, Sarah Rees;YF0;Jongeren fictie grijs;;;17.50;;GRI;BREN;3,00E+13;7742665;N;B4;0;B;;4
Seizoenen;;FSJ;Speelfilms jeugd;SESA;;5.10;;;;NA0962740;4554628;N;D4;0;B;;2
Seizoenen;Winters, Pierre;JIH;Jeugd info: natuur;;NASEI;15.95;;;;PI0678406;5174373;N;B5;0;B;;4
Seizoensfinale;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;5.99;    ;;;3,00E+13;28938200;N;S4;0;B;;4
Seizoensfinale;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;5.99;    ;;;3,00E+13;28938882;N;S4;0;U;;4
Seizoentjes;Van der Linden, Elly;JP0;Jeugd poëzie;LIND;;0.00;;;;PI0435961;3347511;N;B5;0;B;;4
Seizoentjes;Van der Linden, Elly;JP0;Jeugd poëzie;VAND;;16.95;;;;NA0593982;3347508;N;B4;0;U;;4
Seks en zo;Harris, Robie H.;JIM;Jeugd info: mens;;MESEK;16.99;;;;3,00E+13;17803580;N;B5;0;U;;5
Seks en zo;Harris, Robie H.;JIM;Jeugd info: mens;;MESEK;16.99;;;R;3,00E+13;21648951;N;B5;0;B;;5
Seks hoe voelt dat? : alles over verliefdheid en seks;Janssen, Kolet;JIM;Jeugd info: mens;;MESEK;19.95;;;;PI0776653;5843656;N;B5;0;U;;5
Seks is niks geks;Westera, Bette;JIM;Jeugd info: mens;;MESEK;16.90;;;;3,00E+13;17571972;N;B5;0;B;;5
Seks is niks geks;Westera, Bette;JIM;Jeugd info: mens;;MESEK;16.90;;;;3,00E+13;17590614;N;B5;0;B;;5
Seks, hoe zit dat?;Piquemal, Michel;JIM;Jeugd info: mens;;MESEK;24.95;    ;;;NA0746835;4293471;N;B5;0;A;;5
Sekspeditie : voor ontdekkers van seks, lichamen, (zelf)liefde, c;Bus, Eva;YI0;Jongeren info;Seksualiteit;;22.99;;;;3,00E+13;31446843;N;B3;0;U;;3
Seksualiteit en jouw relaties;Claybourne, Anna;JIM;Jeugd info: mens;;MESEK;19.00;;;;3,00E+13;17396989;N;B5;0;B;;5
Seksuele voorlichting : 4-6 jaar;Fougère, Isabelle;JIM;Jeugd info: mens;;MESEK;9.95;;;;PI0573906;3925363;N;B5;0;B;;5
Selfie;De Kock, Kaat;YF0;Adolescenten;KOCK;;14.95;;;;PI0777404;5910096;N;BA;0;U;;4
Selfie;De Kock, Kaat;YF0;Jongeren fictie grijs;KOCK;;14.95;;;;NA1083376;5712806;N;BA;0;U;;4
Selfie;Van Aar, Hetty;JFB;Jeugd fictie 9-11 jaar;AAR;;13.99;;;;PI0805661;6072733;N;B4;0;U;;4
Selfie;Van Aar, Hetty;JFB;Jeugd fictie 9-11 jaar rood;VANA;;13.99;;;;NA1101412;6072730;N;B4;0;B;;4
Selfie : het veranderende gezicht van zelfportretten;Brooks, Susie;JIO;Jeugd info: vrije tijd - kunst;;VRKUN;13.95;;;;NA1163078;5918135;N;B5;0;B;;5
Selfie : het veranderende gezicht van zelfportretten;Brooks, Susie;JIO;Jeugd info: vrije tijd - kunst;;VRKUN;13.95;;;;PI0781606;5918137;N;B5;0;A;;5
Selma's grote wens;Gutiérrez Medrano, Carlos;FSJ;Speelfilms jeugd;;;19.60;;;SELM;3,00E+13;17836555;N;D4;9;B;;4
Selma's grote wens;Gutiérrez Medrano, Carlos;FSJ;Speelfilms jeugd;;;24.03;    ;;SELM;3,00E+13;14551387;N;D4;9;B;;4
Sem = er uit;Hoffman, Marjon;JFB;Jeugd fictie 9-11 jaar;HOFF;;0.00;;;;PI0483273;3707082;N;B4;0;B;;4
Sentimento;Norac, Carl;JFA;Jeugd fictie 7-8 jaar geel;NORA;;15.95;;;;NA0523402;3107354;N;B4;0;B;;4
Sep : een kleine biografie: hoe Sep Vanmarcke wielerheld werd;Deweer, Lander;JIO;Jeugd info: vrije tijd - kunst;;VRSPO;0.00;;;;NA1084941;5727995;N;B5;0;B;;5
September;Lord, Gabrielle;JFC;Jeugd fictie 12-14 jaar;LORD;;9.95;;;;PI0551163;4294582;N;B4;0;B;;4
September 11th : de sprong die geen sprong was;Dhooge, Bavo;YF0;Jongeren fictie grijs;DHOO;;14.95;;;;NA084313X;4389037;N;BA;0;B;;4
Septemberlichten;Ruiz Zafón, Carlos;YF0;Jongeren fictie grijs;RUIZ;;0.00;;;;NA0787558;4498947;N;BA;0;U;;4
Sequence;;GEJ;Spellen jeugd;;;29.50;;;;3,00E+13;29339034;N;LN;0;B;;4
Serafina en de kronkelstaf;Beatty, Robert;JFB;Jeugd fictie 9-11 jaar;BEAT;;14.99;;;;PI0793795;5968758;N;B4;0;B;;4
Serafina en de kronkelstaf;Beatty, Robert;JFB;Jeugd fictie 9-11 jaar rood;BEAT;;14.99;;;;NA115804X;5968755;N;B4;0;B;;4
Serafina en de zeven sterren;Beatty, Robert;JFB;Jeugd fictie 9-11 jaar;;;16.99;;;BEAT;3,00E+13;7742592;N;B4;0;B;;4
Serafina en de zeven sterren;Beatty, Robert;JFB;Jeugd fictie 9-11 jaar rood;;;16.99;;;BEAT;3,00E+13;7711142;N;B4;0;B;;4
Serafina en de zwarte mantel;Beatty, Robert;JFB;Jeugd fictie 9-11 jaar;BEAT;;14.99;;;;PI0765767;5799799;N;B4;0;B;;4
Serafina en de zwarte mantel;Beatty, Robert;JFB;Jeugd fictie 9-11 jaar rood;BEAT;;14.99;;;;NA1038133;5799796;N;B4;0;B;;4
Serafina en het versplinterde hart;Beatty, Robert;JFB;Jeugd fictie 9-11 jaar;BEAT;;16.99;;;;PI0809535;6154080;N;B4;0;B;;4
Serafina en het versplinterde hart;Beatty, Robert;JFB;Jeugd fictie 9-11 jaar rood;BEAT;;16.99;;;;NA109999X;6154077;N;B4;0;B;;4
Sergeant Carmen;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;5.50;    ;;;3,00E+13;14615589;N;S4;0;U;;4
Sergeant Carmen;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;5.99;    ;;;NA0984949;5964033;N;S4;0;U;;4
Sergeant Carmen;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;5.99;    ;;;NA1026135;5446961;N;S4;0;U;;4
Sergeant Carmen;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;6.50;    ;;;3,00E+13;7709336;N;S4;0;A;;4
Serial gamer;Midam;SJB;Strips jeugd 9-11 jaar;Kid Paddle;;6.50;    ;;;NA0916064;5299977;N;S4;0;T;;4
Serial gamer;Midam;SJB;Strips jeugd 9-11 jaar;Kid Paddle;;6.95;    ;;;NA1156128;5299978;N;S4;0;U;;4
Seriewoordenaar;Dhooge, Bavo;JFB;Jeugd fictie 9-11 jaar;DHOO;;0.00;;;;PI0469688;3460202;N;B4;0;B;;4
Sevenster;Penrhyn Lowe, Alexandra;YF0;Adolescenten;LOWE;;18.95;;;;PI0595411;4556856;N;BA;0;B;;4
Sevenster;Penrhyn Lowe, Alexandra;YF0;Jongeren fictie grijs;LOWE;;18.95;;;;NA0759988;4556854;N;BA;0;A;;4
Sexy;Oates, Joyce Carol;YF0;Jongeren fictie grijs;OATE;;15.95;;;;NA0579890;3204596;N;BA;0;A;;4
Shadow magic;Khan, Joshua;JFB;Jeugd fictie 9-11 jaar rood;KHAN;;15.99;;;;NA1140418;5892136;N;B4;0;B;;4
Shadows;Armentrout, Jennifer L.;YF0;Jongeren fictie grijs;ARME;;7.99;;;;NA1172905;6353280;N;BA;0;B;;4
Shaïgan;Yann;SJC;Strips jeugd 12-14 jaar;Thorgal saga;;14.99;    ;;;3,00E+13;30552171;N;S4;0;B;;4
Shakespeare : zijn werk en zijn leven;Rosen, Michael;JIP;Jeugd info: taal;;TASCH;0.00;;;;PI0256501;6676692;N;B5;0;B;;5
Shame on you;Woodrow, Margje;JFC;Jeugd fictie 12-14 jaar;;;15.99;;;WOOD;3,00E+13;25441147;N;B4;0;B;;4
Shame on you;Woodrow, Margje;JFC;Jeugd fictie 12-14 jaar blauw;;;15.99;;;WOOD;3,00E+13;25605474;N;B4;0;B;;4
Shark tale;Jenson, Vicky;FSJ;Speelfilms jeugd;;;8.47;;;SHAR;3,00E+13;14682636;N;D4;6;B;;4
Shaun het schaap : de film;Burton, Mark;FSJ;Speelfilms jeugd;;;12.10;;;SHAU;3,00E+13;17836269;N;D4;0;B;;4
Shaun het schaap : de film;Burton, Mark;FSJ;Speelfilms jeugd;SHAU;;19.50;;;;NA0967262;5466104;N;D4;0;B;;2
Shaun het schaap viert feest!;Grace, Jay;FSJ;Speelfilms jeugd;;;10.99;;;SHAU;3,00E+13;6827185;N;D4;0;B;;4
Shazam! : magic and monsters;Peters, Matt;FSJ;Speelfilms jeugd;;;13.24;    ;;LEGO;3,00E+13;14429788;N;D4;6;B;;4
She gets the girl;Lippincott, Rachael;YF0;Jongeren fictie grijs;;;0.00;;;LIPP;3,00E+13;28451960;N;B4;0;B;;4
Shelby cobra dragonsnake;Heuvel, Eric;SJC;Strips jeugd 12-14 jaar;Carbeau;;16.95;    ;;;NA0858722;5305109;N;S4;0;B;;4
Sherlock Holmes, meesterspeurder;Stilton, Geronimo;JFA;Jeugd fictie 7-8 jaar geel;STIL;;9.95;;;;NA1084658;5742395;N;B4;0;B;;4
Shimy;Sobral, Patrick;SJB;Strips jeugd 9-11 jaar;Legendariërs Het begin;;7.95;    ;;;3,00E+13;23041343;N;S4;0;B;;4
Shine : in liefde en k-pop is alles geoorloofd;Jung, Jessica;YF0;Jongeren fictie grijs;;;17.99;;CHI;JUNG;3,00E+13;14633812;N;B4;0;B;;4
Shiny broken pieces : hoe hoger je komt, hoe harder je valt;Charaipotra, Sona;YF0;Jongeren fictie grijs;;;18.99;;CHI;CHAR;3,00E+13;14502565;N;B4;0;U;;4
Shock;Wallis de Vries, Mel;YF0;Adolescenten;WALL;;13.99;;;;PI067138X;5282901;N;BA;0;B;;4
Shock;Wallis de Vries, Mel;YF0;Jongeren fictie grijs;WALL;;13.99;;;;NA0959227;5282897;N;BA;0;U;;4
Shooting stars : magical logic;Peeters, Raf;GES;Spellen Smartgames;;;29.99;    ;;;3,00E+13;25694058;N;LN;0;U;;4
Showstealer;Barker, Hayley;YF0;Adolescenten;BARK;;18.99;;;;PI0821152;6255706;N;BA;0;B;;4
Showstealer;Barker, Hayley;YF0;Jongeren fictie grijs;BARK;;18.99;;;;NA1114743;6255704;N;BA;0;B;;4
Showstopper;Barker, Hayley;YF0;Adolescenten;BARK;;17.99;;;;PI0798606;6068814;N;BA;0;B;;4
Showstopper;Barker, Hayley;YF0;Jongeren fictie grijs;BARK;;17.99;;;;NA1162861;6068811;N;BA;0;B;;4
Showtime!;Rienties, Renée;SJB;Strips jeugd 9-11 jaar;Camille;;8.50;    ;;;3,00E+13;31506696;N;S4;0;B;;4
Showtime!;Rienties, Renée;SJB;Strips jeugd 9-11 jaar;Camille;;8.50;    ;;;3,00E+13;31506706;N;S4;0;U;;4
Shrek;Adamson, Andrew;FSJ;Speelfilms jeugd;;;0.00;    ;;SHRE;3,00E+13;30683370;N;D5;0;U;;4
Shrek;Adamson, Andrew;FSJ;Speelfilms jeugd;;;8.47;;;SHRE;3,00E+13;14528349;N;D4;6;B;;4
Shrek;Adamson, Andrew;FSJ;Speelfilms jeugd;SHRE;;16.50;;;;NA1099477;4234284;N;D4;6;B;;2
Shrek : the whole story;;FSJ;Speelfilms jeugd;SHRE;;35.95;;;;PI0795453;4216313;N;D4;6;B;;4
Shrek 2;Adamson, Andrew;FSJ;Speelfilms jeugd;;;0.00;    ;;SHRE;3,00E+13;30683381;N;D4;0;B;;4
Shrek 2;Adamson, Andrew;FSJ;Speelfilms jeugd;SHRE;;17.50;;;;NA1099450;3011368;N;D4;0;A;;2
Shrek 2;Adamson, Andrew;FSJ;Speelfilms jeugd;SHRE 2;;8.47;    ;;;3,00E+13;17835897;N;D4;0;B;;4
Shrek 2;Adamson, Andrew;FSJ;Speelfilms jeugd;SHRE 2 ;;15.95;    ;;;PI0582107;3015186;N;D4;0;B;;4
Shrek the third;Miller, Chris;FSJ;Speelfilms jeugd;;;8.47;;;SHRE;3,00E+13;14528423;N;D4;6;U;;4
Shrek the third;Miller, Chris;FSJ;Speelfilms jeugd;SHRE;;17.95;;;;NA1099469;4146442;N;D4;6;B;;2
Shrek voor eeuwig en altijd : het laatste hoofdstuk;Mitchell, Mike;FSJ;Speelfilms jeugd;;;8.47;;;SHRE;3,00E+13;14686585;N;D4;0;B;;4
Shrek voor eeuwig en altijd : het laatste hoofdstuk;Mitchell, Mike;FSJ;Speelfilms jeugd;SHRE;;0.00;;;;NA0937193;4211225;N;D4;6;A;;2
Siem en Struis en de waanzinnige schuimbom;Menten, Tosca;JFB;Jeugd fictie 9-11 jaar;MENT;;15.00;;;;PI0846368;6352266;N;B4;0;B;;4
Siem Subliem en het ei van Jannes;Menten, Tosca;JFB;Jeugd fictie 9-11 jaar;MENT;;14.99;;;;PI0797898;5762203;N;B4;0;B;;4
Siem Subliem en het rode gevaar;Menten, Tosca;JFB;Jeugd fictie 9-11 jaar;MENT;;14.99;;;;PI0797901;5910409;N;B4;0;B;;4
Sigi;Simoen, Jan;JFC;Jeugd fictie 12-14 jaar blauw;SIMO;;4.95;;;;NA0605654;2911989;N;B4;0;A;;4
Sigi & Julia;Simoen, Jan;JFC;Jeugd fictie 12-14 jaar;SIMO;;13.95;;;;PI0510874;3897396;N;B4;0;B;;4
Sigi & Julia;Simoen, Jan;JFC;Jeugd fictie 12-14 jaar blauw;SIMO;;13.95;;;;NA0690708;3897393;N;B4;0;B;;4
Sigi 2;Simoen, Jan;JFC;Jeugd fictie 12-14 jaar blauw;SIMO;;4.95;;;;NA0605662;2978136;N;B4;0;A;;4
Sigurd;Hermann;SJC;Strips jeugd 12-14 jaar;Schemerwoude (De torens van);;0.00;    ;;;NA0151459;2692174;N;S4;0;B;;4
Silas en de wolf;Noort, Selma;JFA;Jeugd fictie 7-8 jaar geel;;;0.00;    ;;NOOR;3,00E+13;6835517;N;B4;0;B;;4
Silas en de wolf;Noort, Selma;JFB;Jeugd fictie 9-11 jaar;;;14.99;;;NOOR;3,00E+13;14435731;N;B4;0;B;;4
Silence of the lamps;Midam;SJB;Strips jeugd 9-11 jaar;Kid Paddle;;0.00;    ;;;3,00E+13;26999663;N;S4;0;U;;4
Silence of the lamps;Midam;SJB;Strips jeugd 9-11 jaar;Kid Paddle;;8.50;    ;;;3,00E+13;26999660;N;S4;0;B;;4
Simba's trots;Disney, Walt;SJA;Strips jeugd 6-8 jaar;Disney;;0.00;    ;;;NA0253553;2800820;N;S4;0;U;;4
Simba's trots;Disney, Walt;SJA;Strips jeugd 6-8 jaar;Disney;;0.00;    ;;;NA0769673;2800821;N;S4;0;U;;4
Simon vs. de verwachtingen van de rest van de wereld & zijn liefd;Albertalli, Becky;YF0;Adolescenten;ALBE;;17.50;;;;PI0717096;5587723;N;BA;0;B;;4
Simon vs. de verwachtingen van de rest van de wereld & zijn liefd;Albertalli, Becky;YF0;Jongeren fictie grijs;ALBE;;17.50;;;;NA1030493;5587720;N;BA;0;B;;4
Simsalaslim! : goochelen met wetenschappen;Laurens, Claire;JIF;Jeugd info: wetenschappen;;WTPRO;14.95;;;;PI0645206;4938694;N;B5;0;A;;5
Sinbad : legend of the seven seas;Johnson, Tim;FSJ;Speelfilms jeugd;;;8.47;;;SINB;3,00E+13;14682493;N;D4;6;B;;4
Sing;Jennings, Garth;FSJ;Speelfilms jeugd;SING;;41.95;;;;PI079631X;5831097;N;D4;6;B;;4
"Sing ; Sing 2";;FSJ;Speelfilms jeugd;;;36.30;    ;;SING;3,00E+13;25601422;N;D4;6;U;;4
Sing 2;Jennings, Garth;FSJ;Speelfilms jeugd;;;15.99;;;SING;3,00E+13;28061613;N;D4;6;U;;4
Sing 2;Jennings, Garth;FSJ;Speelfilms jeugd;;;25.53;    ;;SING;3,00E+13;25601417;N;D4;6;B;;4
Sinjeur Stekkepoot;Studio Vandersteen;SJB;Strips jeugd 9-11 jaar;Suske en Wiske (kortverhalen);;7.00;    ;;;3,00E+13;17476378;N;S4;0;B;;4
Sinjeur Stekkepoot;Studio Vandersteen;SJB;Strips jeugd 9-11 jaar;Suske en Wiske (kortverhalen);;7.00;    ;;;3,00E+13;17610907;N;S4;0;B;;4
Sint Spekkie en zwarte spikkel;De Bel, Marc;JFA;Jeugd fictie 7-8 jaar geel;;;12.50;    ;;DEBE;NA0932981;4418571;N;B4;0;B;;4
Sint wil vakantie;Minne, Brigitte;JFA;Jeugd fictie 7-8 jaar geel;MINN;;13.95;;;;NA0680397;3697861;N;B4;0;A;;4
Sint wil vakantie;Minne, Brigitte;JFA;Jeugd fictie 7-8 jaar geel;MINN;;13.95;;;;NA0932825;3697860;N;B4;0;B;;4
Sint-Preventia in de gloria;Tijsmans, Mark;JFB;Jeugd fictie 9-11 jaar;TIJS;;18.95;;;;PI0500453;3806668;N;B4;0;B;;4
Sint-Preventia in de gloria;Tijsmans, Mark;JFB;Jeugd fictie 9-11 jaar rood;TIJS;;18.95;;;;NA0942189;3806662;N;B4;0;A;;4
Sinterklaas bezoekt Sesamstraat;;FSJ;Speelfilms jeugd;FILM SINT;;8.95;;;;NA0989851;4327340;N;D4;0;B;;2
Sinterklaas en de verdwenen verjaardagsmijter;De Ronde, Raymon;FSJ;Speelfilms jeugd;FILM SINT;;13.95;;;;NA0987875;6253572;N;D4;0;B;;2
Sinterklaas en de wakkere nachten;Coninx, Stijn;FSJ;Speelfilms jeugd;;;8.99;;;SINT;3,00E+13;7490056;N;D4;0;B;;4
Sinterklaas en de wakkere nachten;Coninx, Stijn;FSJ;Speelfilms jeugd;;;9.92;    ;;SINT;3,00E+13;7700791;N;D4;0;B;;4
Sinterklaas en koning Kabberdas;Coninx, Stijn;FSJ;Speelfilms jeugd;;;12.99;;;SINT;3,00E+13;28169462;N;D4;0;B;;4
Sinterklaas kan best tegen een grapje;Noort, Selma;JFA;Jeugd fictie 7-8 jaar geel;NOOR;;7.95;;;;NA0903175;3022588;N;B4;0;B;;4
Sinterklaasliedjes;Kapitein Winokio;JIO;Jeugd info: vrije tijd - kunst;;VRSIN;24.95;    ;;;3,00E+13;6837420;N;B5;0;B;;4
Sir Lancelot en de robotten;Dhooge, Bavo;JFC;Jeugd fictie 12-14 jaar;DHOO;;12.99;;;;PI0682195;5247069;N;B4;0;B;;4
Siren;Cass, Kiera;YF0;Adolescenten;CASS;;15.00;;;;PI0760056;5760229;N;BA;0;B;;4
Siren;Cass, Kiera;YF0;Jongeren fictie grijs;CASS;;0.00;;;;NA0977195;5760226;N;BA;0;B;;4
Sirene;Sage, Angie;JFC;Jeugd fictie 12-14 jaar;SAGE;;19.95;;;;PI0581259;4459250;N;B4;0;B;;4
Sirene;Sage, Angie;JFC;Jeugd fictie 12-14 jaar blauw;SAGE;;19.95;;;;NA0793965;4459249;N;B4;0;B;;4
Siv gaat logeren;Edfeldt, Catti;FSJ;Speelfilms jeugd;SIV;;25.95;;;;PI0780375;5793264;N;D4;0;U;;4
Six crimson cranes;Lim, Elizabeth;YF0;Jongeren fictie grijs;;;0.00;;;LIM;3,00E+13;28451971;N;B4;0;B;;4
Six more months of June;Garrison, Daisy;YF0;Adolescenten;;;16.99;;;GARR;3,00E+13;30456126;N;BA;0;B;;4
Sjaan Nel Konijn;Van Rijn, Coco;JFB;Jeugd fictie 9-11 jaar rood;VANR;;14.99;;;;NA1099957;6097541;N;B4;0;B;;4
Sjakie en de chocoladefabriek;Burton, Tim;FSJ;Speelfilms jeugd;SJAK;;16.95;;;;NA0511773;3130278;N;D4;6;A;;2
Sjakie en de chocoladefabriek;Burton, Tim;FSJ;Speelfilms jeugd;SJAK;;17.95;;;;PI0800562;3130280;N;D4;6;U;;4
Sjakie en de chocoladefabriek;Dahl, Roald;JFB;Jeugd fictie 9-11 jaar;;;24.99;;;DAHL;3,00E+13;24249296;N;B4;0;B;;4
Sjakie en de chocoladefabriek;Dahl, Roald;JFB;Jeugd fictie 9-11 jaar;DAHL;;0.00;;;;PI0359149;2914924;N;B4;0;U;;4
Sjakie en de chocoladefabriek;Dahl, Roald;JFB;Jeugd fictie 9-11 jaar rood;DAHL;;15.95;;;;NA0593397;2914921;N;B4;0;U;;4
Sjakie en de chocoladefabriek;Dahl, Roald;JFB;Jeugd fictie 9-11 jaar rood;DAHL;;15.99;;;;NA114023X;5801437;N;B4;0;B;;4
Sjakie en de chocoladefabriek;Stuart, Mel;FSJ;Speelfilms jeugd;SJAK;;6.95;;;;PI0643440;2867202;N;D4;0;B;;4
Sjakie en de grote glazen lift;Dahl, Roald;JFB;Jeugd fictie 9-11 jaar;DAHL;;15.95;;;;PI0557536;3045298;N;B4;0;U;;4
Sjakie en de grote glazen lift;Dahl, Roald;JFB;Jeugd fictie 9-11 jaar rood;DAHL;;15.95;;;;NA059346X;3045292;N;B4;0;U;;4
Sjakie en de grote glazen lift;Dahl, Roald;JFB;Jeugd fictie 9-11 jaar rood;DAHL;;15.95;;;;NA0941352;3045291;N;B4;0;U;;4
Sjakie en de grote glazen lift;Dahl, Roald;JFC;Jeugd fictie 12-14 jaar;DAHL;;15.95;;;;PI0557544;3045299;N;B4;0;B;;4
Sjeik El Ro-Jenbiet;Vandersteen, Willy;SJB;Strips jeugd 9-11 jaar;Suske en Wiske;;0.00;;;;NA0149837;2796396;N;S4;0;A;;4
Sjeik El Rojenbiet;Vandersteen, Willy;SJB;Strips jeugd 9-11 jaar;Suske en Wiske;;0.00;    ;;;3,00E+13;29428738;N;S4;0;B;;4
Skald;Yann;SJC;Strips jeugd 12-14 jaar;Thorgal;;7.50;    ;;;NA0895687;5334884;N;S4;0;B;;4
Skandar en de chaosproeven;Steadman, A.F.;JFB;Jeugd fictie 9-11 jaar;;;20.00;;;STEA;3,00E+13;30053680;N;B4;0;B;;4
Skandar en de chaosproeven;Steadman, A.F.;JFB;Jeugd fictie 9-11 jaar rood;;;20.00;;;STEA;3,00E+13;30193594;N;B4;0;B;;4
Skandar en de eenhoorndief;Steadman, A.F.;JFC;Jeugd fictie 12-14 jaar;;;19.99;;;STEA;3,00E+13;24442544;N;B4;0;U;;4
Skandar en de eenhoorndief;Steadman, A.F.;JFC;Jeugd fictie 12-14 jaar blauw;;;19.99;;;STEA;3,00E+13;25605412;N;B4;0;B;;4
Skandar en de eerste ruiter;Steadman, A.F.;JFB;Jeugd fictie 9-11 jaar;;;20.00;;;STEA;3,00E+13;28421845;N;B4;0;B;;4
Skandar en de eerste ruiter;Steadman, A.F.;JFB;Jeugd fictie 9-11 jaar rood;;;20.00;;;STEA;3,00E+13;28417695;N;B4;0;B;;4
Skandar en de vloek van het skelet;Steadman, A.F.;JFB;Jeugd fictie 9-11 jaar;;;19.99;;;STEA;3,00E+13;31856475;N;B4;0;B;;4
Skandar en de vloek van het skelet;Steadman, A.F.;JFB;Jeugd fictie 9-11 jaar rood;;;19.99;;;STEA;3,00E+13;31863265;N;B4;0;F;;4
Skateboarden;Horsley, Andrew;JIO;Jeugd info: vrije tijd - kunst;;VRSPO;15.00;;;;PI0584754;4439835;N;B5;0;B;;5
Skateboarden;Morgan, Jed;JIO;Jeugd info: vrije tijd - kunst;;VRSPO;12.50;    ;;;NA0940224;3417703;N;B5;0;U;;5
Skateboarden;Powell, Ben;JIO;Jeugd info: vrije tijd - kunst;;VRSPO;12.00;;;;PI0630241;3781735;N;B5;0;B;;5
Skater in de mist;Dhooge, Bavo;YF0;Jongeren fictie grijs;DHOO;;15.95;;;;NA0709034;3981554;N;BA;0;A;;4
Skatespotting;Van Loon, Inez;JFC;Jeugd fictie 12-14 jaar;LOON;;12.95;;;;PI0576131;3894645;N;B4;0;B;;4
Skatespotting;Van Loon, Inez;JFC;Jeugd fictie 12-14 jaar blauw;VANL;;12.95;;;;NA0708909;3894644;N;BA;0;B;;4
Skelet in het bos;Pavanello, Roberto;JFA;Jeugd fictie 7-8 jaar geel;PAVA;;9.95;;;;NA0917664;5354965;N;B4;0;B;;4
SketchUp ... voor kids;Cleijn, César;JIF;Jeugd info: wetenschappen;;WTCOM;19.95;;;;PI064496X;4841800;N;B5;0;A;;5
Skiën en snowboarden;Turnbull, Stephanie;JIO;Jeugd info: vrije tijd - kunst;;VRWIN;13.00;;;;PI0717851;5598270;N;B5;0;B;;5
Skip en de konijnendief;Woltz, Anna;JFA;Jeugd fictie 7-8 jaar geel;;;14.99;;;WOLT;3,00E+13;30193818;N;B4;0;B;;4
Skip en het spookhuis;Woltz, Anna;JFA;Jeugd fictie 7-8 jaar geel;;;14.99;;;WOLT;3,00E+13;30583423;N;B4;0;B;;4
Skulduggery Pleasant;Landy, Derek;JFC;Jeugd fictie 12-14 jaar blauw;LAND;;16.95;;;;NA0901946;3408819;N;B4;0;B;;4
Sky is the limit;Cazemier, Caja;JFB;Jeugd fictie 9-11 jaar;CAZE;;14.99;;;;PI0714429;5531143;N;B4;0;B;;4
Sky is the limit;Cazemier, Caja;JFC;Jeugd fictie 12-14 jaar blauw;CAZE;;14.99;;;;NA1023446;5531140;N;B4;0;B;;4
Skydiven;Gale, Lesley;JIO;Jeugd info: vrije tijd - kunst;;VRSPO;16.00;;;;PI0503495;3742922;N;B5;0;B;;5
Slaaf kindje slaaf;Verroen, Dolf;JFB;Jeugd fictie 9-11 jaar rood;VERR;;12.50;;;;NA0522570;3188563;N;B4;0;B;;4
Slaap lekker!;Stilton, Geronimo;JFA;Jeugd fictie 7-8 jaar geel;STIL;;14.95;;;;NA1150456;6035642;N;B4;0;B;;4
Slaap lekker!;Stilton, Geronimo;JFA;Jeugd fictie 7-8 jaar geel;STIL;;14.95;;;;NA1158767;6035643;N;B4;0;B;;4
Slaapfeestje in de middeleeuwen : eten, slapen en feestjes bouwen;Knapman, Timothy;JIK;Jeugd info: geschiedenis;;GEMID;15.99;;;;3,00E+13;30873343;N;B5;0;U;;5
Slaapfeestje in het oude Egypte : eten, slapen en feestjes bouwen;Knapman, Timothy;JIK;Jeugd info: geschiedenis;9+ - rood;GEEGY;15.99;;;;3,00E+13;29664709;N;B5;0;B;;5
Slaapslachter;Dhooge, Bavo;JFB;Jeugd fictie 9-11 jaar;DHOO;;0.00;;;;PI0451797;3400725;N;B4;0;B;;4
Slaapslachter;Dhooge, Bavo;JFB;Jeugd fictie 9-11 jaar rood;DHOO;;13.50;;;;NA0615099;3400722;N;B4;0;B;;4
